,last_url_element,counts
40029,UCL.2004.06.011,1
40030,PCBI.1002431,1
40031,B00119298,1
40032,M607505200,1
40033,B00151106,1
40034,A1318,1
40035,WOMBI.2015.06.005,1
40036,AAC8265,1
40037,WATRES.2006.01.016,1
40038,Gonella.1,1
40039,PONE.0052080,1
40040,YMETH.2015.03.010,1
40041,YPMED.2016.12.037,1
40042,PPAT.1001266,1
40043,aspen.2018.11.008,1
40044,TSF.2006.12.021,1
40045,UROLOGY.2019.01.029,1
40046,M110.171439,1
40047,PONE.0092968,1
40048,ONC.1211019,1
40049,TRANSPROCEED.2005.10.046,1
40050,PONE.0005190,1
40051,WNEU.2017.12.028,1
40052,PONE.0094418,1
40053,AAN4717,1
40054,PONE.0105026,1
40055,T077511,1
40056,YGYNO.2020.01.017,1
40057,PONE.0021331,1
40058,HKMS000005:km003xwv,1
40059,WNEU.2017.06.065,1
40060,YEXCR.2019.01.017,1
40061,PONE.0148461,1
40062,VACCINE.2019.04.068,1
40063,EMBOR.7400254,1
40064,F2.85,1
40065,PONE.0120326,1
40066,lei:1943-04-29;5432,1
40067,PONE.0113106,1
40068,YEXCR.2009.02.013,1
40069,B.32193,1
40070,VACCINE.2020.05.004,1
40071,M503271200,1
40072,VETMIC.2019.03.008,1
40073,"_Generaal-majoor,_genoemd_'de_ontzaglijke_generaal'_Rijksmuseum_SK-A-1401.jpeg",1
40074,GT.3303018,1
40075,WJORL.2017.02.001,1
40076,FEBSLET.2008.03.031,1
40077,WNEU.2019.03.245,1
40078,BJP.0705651,1
40079,TRSTMH.2004.07.008,1
40080,a5490.v1,1
40081,WATRES.2019.114941,1
40082,html#2016-08-07,1
40083,YEBEH.2006.04.007,1
40084,lei:1941-10-22;3738,1
40085,FOODCONT.2007.08.012,1
40086,IJGO.2013.06.010,1
40087,B00034523,1
40088,YEBEH.2004.11.017,1
40089,PONE.0015534,1
40090,B00040886,1
40091,ONC.1205449,1
40092,PCBI.1005462,1
40093,JCBFM.9600572,1
40094,A.33531,1
40095,awp,1
40096,TRANSPROCEED.2008.03.084,1
40097,B00070901,1
40098,M402954200,1
40099,TRANSPROCEED.2011.03.070,1
40100,YHBEH.2008.04.003,1
40101,YMPEV.2003.08.009,1
40102,YDBIO.2005.10.030,1
40103,M312825200,1
40104,PONE.0176202,1
40105,VETMIC.2016.08.007,1
40106,VIRUSRES.2005.08.019,1
40107,KJ00001078804,1
40108,PONE.0003725,1
40109,PONE.0018553,1
40110,A.35044,1
40111,YAPD.2012.04.001,1
40112,YDBIO.2012.05.002,1
40113,M301962200,1
40114,YMPEV.2015.10.029,1
40115,B00201208,1
40116,tetlet.2019.151555,1
40117,M110.156687,1
40118,PONE.0086801,1
40119,YEBEH.2006.09.007,1
40120,py#L858,1
40121,alpha,1
40122,PONE.0108648,1
40123,M110.158352,1
40124,KJ00002992690,1
40125,PCBI.1002861,1
40126,ONC.1206466,1
40127,YEBEH.2012.11.055,1
40128,B00081443,1
40129,M008501200,1
40130,TREE.2017.02.014,1
40131,M109793200,1
40132,MK_311,1
40133,YMGME.2003.07.001,1
40134,T2263721,1
40135,UCL.2012.09.007,1
40136,YMETH.2017.06.031,1
40137,UROLOGY.2013.03.018,1
40138,EJPAIN.2005.11.006,1
40139,FEBSLET.2013.06.049,1
40140,PONE.0149581,1
40141,PONE.0020147,1
40142,WATRES.2020.116402,1
40143,A4081,1
40144,news-article25706765,1
40145,YEBEH.2015.01.037,1
40146,PONE.0064348,1
40147,EFSA.2014.3789,1
40148,M110.113530,1
40149,ULTRASMEDBIO.2013.11.015,1
40150,M410955200,1
40151,PONE.0077644,1
40152,PONE.0017139,1
40153,lei:1942-09-30;4760,1
40154,M109215200,1
40155,M008069200,1
40156,PONE.0051176,1
40157,HDY.6884280,1
40158,PONE.0153747,1
40159,WASMAN.2008.02.002,1
40160,WNEU.2016.08.111,1
40161,M204793200,1
40162,PONE.0180514,1
40163,_der_Osten,1
40164,PONE.0016951,1
40165,TSF.2010.10.051,1
40166,a2270.v1,1
40167,CR.293,1
40168,YHBEH.2020.104875,1
40169,VACCINE.2020.05.093,1
40170,PONE.0053823,1
40171,_Clevenger,1
40172,P042176,1
40173,M112011200,1
40174,PONE.0036809,1
40175,ULTRASMEDBIO.2007.12.008,1
40176,M510792200,1
40177,VETMIC.2012.09.013,1
40178,BMT.1705941,1
40179,WATRES.2013.09.053,1
40180,GT.3302800,1
40181,YMSSP.2003.08.001,1
40182,KJ00002594388,1
40183,VIROL.2010.06.041,1
40184,TRANSPROCEED.2016.08.007,1
40185,PONE.0147488,1
40186,EFSA.2015.4049,1
40187,leraitre91,1
40188,YGCEN.2008.07.014,1
40189,PONE.0051785,1
40190,TTBDIS.2017.12.002,1
40191,PONE.0121063,1
40192,PONE.0101049,1
40193,WATRES.2019.06.068,1
40194,TRC.2009.09.005,1
40195,M507587200,1
40196,vi17.246,1
40197,MK_1230,1
40198,TRANSPROCEED.2014.05.072,1
40199,M.01091,1
40200,PONE.0089116,1
40201,PONE.0126023,1
40202,PONE.0099938,1
40203,UROLOGY.2009.11.085,1
40204,YGYNO.2006.08.008,1
40205,PONE.0039293,1
40206,PONE.0018735,1
40207,UROLOGY.2010.10.037,1
40208,PMED.0030140,1
40209,M313164200,1
40210,YJMCC.2011.08.024,1
40211,UCL.2007.04.003,1
40212,PONE.0011124,1
40213,YEXMP.2011.10.010,1
40214,ULTRASMEDBIO.2004.07.019,1
40215,PONE.0105509,1
40216,PONE.0141907,1
40217,B00011749,1
40218,PCBI.1003051,1
40219,)_-_Nationalmuseum_-_18471.tif,1
40220,B00098547,1
40221,VPH.2013.02.001,1
40222,PONE.0000614,1
40223,M500415-MCP200,1
40224,PONE.0030588,1
40225,PONE.0025725,1
40226,VIRUSRES.2013.01.011,1
40227,lei:1942-07-23;4510,1
40228,PONE.0119725,1
40229,B00187126,1
40230,a4182.v1,1
40231,M800738200,1
40232,PONE.0112739,1
40233,IJGO.2006.02.023,1
40234,PPAT.1002242,1
40235,WEM.2011.03.004,1
40236,EMBOR796,1
40237,T69192627A17191157.EN,1
40238,fordpl,1
40239,foodchem.2009.09.061,1
40240,PONE.0129062,1
40241,MK_997,1
40242,T076577,1
40243,B00182700,1
40244,M113.470724,1
40245,JFP-16-025,1
40246,JHH.1001447,1
40247,A.33169,1
40248,TRANSCI.2013.06.017,1
40249,V12.I4.588,1
40250,VISRES.2005.01.028,1
40251,B00132175,1
40252,ONC.1203849,1
40253,M107037200,1
40254,PONE.0040944,1
40255,PONE.0162985,1
40256,A.36184,1
40257,M111.310482,1
40258,YDBIO.2007.05.005,1
40259,YEXCR.2019.111737,1
40260,M700293-JLR200,1
40261,ULTRASMEDBIO.2019.05.001,1
40262,B00156043,1
40263,PONE.0030705,1
40264,B00084538,1
40265,PONE.0085400,1
40266,lei:1939-08-25;1544,1
40267,M108451200,1
40268,dura;;72,1
40269,EJHEART.2007.10.010,1
40270,M602420200,1
40271,PONE.0160090,1
40272,PONE.0086091,1
40273,A4222,1
40274,M708798200,1
40275,WEAR.2013.01.012,1
40276,B.33464,1
40277,M511089200,1
40278,PONE.0113199,1
40279,YMGME.2019.06.005,1
40280,M110.165449,1
40281,WATRES.2010.04.003,1
40282,ASTRO.44.051905.092532,1
40283,M202507200,1
40284,YJMCC.2016.12.008,1
40285,pdf#page=14,1
40286,M115.709402,1
40287,V8.I3.110,1
40288,PBIO.2004310,1
40289,TRANSPROCEED.2004.12.306,1
40290,YDBIO.2011.10.029,1
40291,PONE.0087622,1
40292,B00114018,1
40293,YGCEN.2018.09.003,1
40294,M210387200,1
40295,B00098881,1
40296,WNEU.2020.05.191,1
40297,PPAT.1005235,1
40298,PPAT.1002996,1
40299,HOMP.2006.11.005,1
40300,YEXCR.2011.11.004,1
40301,TVIR.2019.100628,1
40302,YGYNO.2020.05.037,1
40303,UROLOGY.2009.08.022,1
40304,CDD.4400656,1
40305,C113.452250,1
40306,PONE.0172747,1
40307,PONE.0066027,1
40308,PONE.0102114,1
40309,PONE.0100828,1
40310,TRE.2020.101961,1
40311,BMT.1703202,1
40312,PPAT.1001240,1
40313,VIROL.2017.07.003,1
40314,PONE.0016274,1
40315,M701056200,1
40316,M311409200,1
40317,B00119471,1
40318,YMETH.2012.12.005,1
40319,VISRES.2006.08.008,1
40320,VETMIC.2017.07.015,1
40321,PONE.0146321,1
40322,PONE.0149575,1
40323,news-article49809249,1
40324,B00150204,1
40325,A.35007,1
40326,PONE.0184290,1
40327,B00143792,1
40328,YRTPH.2010.09.012,1
40329,B00020094,1
40330,PONE.0067730,1
40331,M114.558353,1
40332,VACCINE.2012.12.076,1
40333,M210707200,1
40334,YDBIO.2017.02.018,1
40335,B.32479,1
40336,M100162200,1
40337,TVJL.2014.08.027,1
40338,M502403200,1
40339,PONE.0077550,1
40340,YEBEH.2019.03.045,1
40341,GENE.6363959,1
40342,a6261.v1,1
40343,PONE.0117841,1
40344,PONE.0004805,1
40345,WATRES.2017.06.047,1
40346,PONE.0080601,1
40347,SC.3101967,1
40348,A4950,1
40349,lei:1939-09-13;1594,1
40350,PONE.0013403,1
40351,B00066482,1
40352,susd12.org,1
40353,PONE.0067507,1
40354,EYE.6700232,1
40355,WATRES.2020.116015,1
40356,lei:1940-03-30;2099,1
40357,PONE.0137641,1
40358,PONE.0089996,1
40359,UROLOGY.2010.05.003,1
40360,VETMIC.2018.09.012,1
40361,FEBSLET.2005.09.022,1
40362,TRANSPROCEED.2018.02.145,1
40363,YEXCR.2013.11.019,1
40364,JOA.2015.10.004,1
40365,a4860.v1,1
40366,PONE.0143712,1
40367,PONE.0100018,1
40368,PONE.0031061,1
40369,lei:1944-11-13;7046,1
40370,tetlet.2011.08.161,1
40371,TRSL.2016.10.002,1
40372,ULTSONCH.2020.105258,1
40373,M111.229013,1
40374,PONE.0064994,1
40375,PONE.0174924,1
40376,CDD.4402033,1
40377,PONE.0075587,1
40378,M806513200,1
40379,TRANSPROCEED.2016.09.027,1
40380,EMBOJ.7600481,1
40381,EYE.6702844,1
40382,PONE.0014197,1
40383,PMED.1001903,1
40384,lei:1940-12-19;2882,1
40385,CDD.4401441,1
40386,WNEU.2019.12.092,1
40387,VETIMM.2017.01.007,1
40388,M606504200,1
40389,V6I0.5930,1
40390,YHBEH.2020.104913,1
40391,PONE.0117346,1
40392,PONE.0061445,1
40393,YMTHE.2019.05.021,1
40394,PONE.0061420,1
40395,BJC.6600986,1
40396,XPHS.2020.08.029,1
40397,YGYNO.2013.12.019,1
40398,PONE.0096916,1
40399,PONE.0051112,1
40400,M300181-JLR200,1
40401,PONE.0095851,1
40402,TRANSPROCEED.2008.10.089,1
40403,PONE.0087445,1
40404,PONE.0022060,1
40405,PONE.0022252,1
40406,PONE.0097265,1
40407,O_1123,1
40408,YDBIO.2009.09.005,1
40409,PONE.0130658,1
40410,PONE.0058470,1
40411,VIROL.2019.01.027,1
40412,PONE.0152650,1
40413,M116.063453,1
40414,V85I1.1006,1
40415,PONE.0003102,1
40416,PONE.0137246,1
40417,TRANSCI.2016.01.020,1
40418,PONE.0113498,1
40419,TVJL.2016.09.003,1
40420,PONE.0129847,1
40421,M010000200,1
40422,PONE.0176753,1
40423,PONE.0043977,1
40424,B00174063,1
40425,PONE.0145326,1
40426,CEB.2008.03.003,1
40427,TRSL.2013.12.001,1
40428,B00014043,1
40429,lei:1944-11-23;7068,1
40430,B.30463,1
40431,WNEU.2013.03.012,1
40432,WNEU.2011.02.017,1
40433,PONE.0143070,1
40434,PONE.0150472,1
40435,PONE.0098300,1
40436,lei:1940-12-02;2812,1
40437,TRANSPROCEED.2016.02.016,1
40438,B.32251,1
40439,UROLOGY.2015.12.048,1
40440,TRANSPROCEED.2012.10.030,1
40441,PGEN.1002676,1
40442,PONE.0055377,1
40443,ONC.1205900,1
40444,M200186200,1
40445,T002138,1
40446,TRANSPROCEED.2017.02.051,1
40447,M113.474700,1
40448,YGCEN.2013.11.014,1
40449,WATRES.2019.114980,1
40450,PONE.0146961,1
40451,YPMED.2018.03.001,1
40452,YDBIO.2006.01.015,1
40453,PONE.0078983,1
40454,M110.179028,1
40455,PONE.0029582,1
40456,PONE.0079623,1
40457,B00046630,1
40458,VISRES.2007.04.001,1
40459,FEBSLET.2009.11.042,1
40460,GT.3302448,1
40461,VACCINE.2017.11.020,1
40462,M114.587295,1
40463,lei:1941-10-15;3714,1
40464,PNTD.0000759,1
40465,PCAN.4500987,1
40466,TRANSCI.2013.05.019,1
40467,PONE.0126221,1
40468,YDBIO.2009.05.567,1
40469,B00132822,1
40470,PONE.0113607,1
40471,WAOJOU.2019.100066,1
40472,PCBI.1003955,1
40473,E15-05-0276,1
40474,TRCI.2018.09.003,1
40475,PONE.0015977,1
40476,PONE.0167491,1
40477,PONE.0000150,1
40478,A1767,1
40479,M111.331553,1
40480,VACCINE.2014.07.006,1
40481,PONE.0032213,1
40482,PONE.0096633,1
40483,B00026426,1
40484,PONE.0134540,1
40485,Gupta.10,1
40486,PONE.0010014,1
40487,r=Castellano,1
40488,PPAT.1004517,1
40489,PONE.0064644,1
40490,PONE.0146446,1
40491,TVJL.2017.04.017,1
40492,TVJL.2003.10.009,1
40493,PPAT.1005687,1
40494,WNEU.2020.09.090,1
40495,V21.I25.7869,1
40496,WNEU.2020.01.192,1
40497,PONE.0097115,1
40498,M113.455998,1
40499,YGCEN.2015.09.018,1
40500,VACCINE.2016.09.015,1
40501,WNEU.2018.07.039,1
40502,WNEU.2016.01.063,1
40503,PONE.0150092,1
40504,VISRES.2015.04.004,1
40505,BMT.1705599,1
40506,PCBI.1001121,1
40507,PONE.0047962,1
40508,UROLOGY.2013.05.051,1
40509,C150039,1
40510,WATRES.2003.12.028,1
40511,VETIMM.2008.01.010,1
40512,WNEU.2016.04.077,1
40513,TSF.2011.12.015,1
40514,VETMIC.2016.04.011,1
40515,PONE.0118275,1
40516,PONE.0133204,1
40517,M116.723650,1
40518,WNEU.2014.06.003,1
40519,TRSL.2016.10.005,1
40520,TRANSPROCEED.2003.12.037,1
40521,B00015741,1
40522,YRTPH.2005.04.002,1
40523,YGYNO.2008.02.025,1
40524,elonet_elokuva_208322,1
40525,YDBIO.2003.11.015,1
40526,VIROL.2018.01.004,1
40527,EFSA.2010.1826,1
40528,PONE.0012676,1
40529,TRSL.2010.07.002,1
40530,V5I0.20392,1
40531,BDJ.2012.1040,1
40532,PONE.0135342,1
40533,TRD.2014.05.002,1
40534,TRANSPROCEED.2005.04.004,1
40535,YGYNO.2011.09.005,1
40536,PONE.0183900,1
40537,WATRES.2011.09.023,1
40538,UROLOGY.2009.12.070,1
40539,TRANSPROCEED.2006.12.002,1
40540,TRANSCI.2008.11.003,1
40541,PONE.0025724,1
40542,VAA.2016.07.004,1
40543,B00022183,1
40544,R110.130419,1
40545,PCBI.1003371,1
40546,PONE.0005670,1
40547,A2977,1
40548,PONE.0024231,1
40549,PROT093732,1
40550,M509347200,1
40551,ULTSONCH.2016.01.029,1
40552,a7659.v1,1
40553,PONE.0050452,1
40554,BDJ.2017.764,1
40555,YEXMP.2013.07.005,1
40556,PONE.0030293,1
40557,PONE.0101765,1
40558,VPRSR.2019.100272,1
40559,YGYNO.2020.02.020,1
40560,M802066200,1
40561,YJMCC.2011.05.016,1
40562,M005788200,1
40563,KJ00002594379,1
40564,VIROL.2009.07.034,1
40565,TRD.2016.09.010,1
40566,M207401200,1
40567,PNTD.0004106,1
40568,EJPAIN.2010.04.004,1
40569,PONE.0180831,1
40570,KJ00003217464,1
40571,B.20073,1
40572,PONE.0167179,1
40573,YMPEV.2005.11.010,1
40574,ULTRASMEDBIO.2009.01.012,1
40575,JFP-12-191,1
40576,PONE.0185891,1
40577,PONE.0070669,1
40578,PONE.0089599,1
40579,WNEU.2017.11.049,1
40580,M310050200,1
40581,PONE.0080552,1
40582,PONE.0142687,1
40583,WNEU.2019.09.169,1
40584,VACCINE.2018.11.004,1
40585,YDBIO.2008.10.001,1
40586,E13-10-0569,1
40587,TRIPLEO.2011.01.040,1
40588,TRANSPROCEED.2007.01.079,1
40589,YDBIO.2017.01.016,1
40590,PONE.0052913,1
40591,YMGME.2011.06.015,1
40592,CR.7290226,1
40593,YEXCR.2016.07.010,1
40594,TRANSPROCEED.2019.07.006,1
40595,WNEU.2013.08.011,1
40596,WATRES.2012.05.022,1
40597,PONE.0100012,1
40598,PONE.0168921,1
40599,PONE.0049116,1
40600,PONE.0017186,1
40601,ULTRASMEDBIO.2010.05.016,1
40602,PONE.0111220,1
40603,PGEN.1006714,1
40604,CR.7290210,1
40605,hdl_11089_8874,1
40606,ULTRASMEDBIO.2011.03.003,1
40607,YMPEV.2020.106945,1
40608,BJC.6605906,1
40609,UROLONC.2016.03.008,1
40610,PONE.0031729,1
40611,TRIPLEO.2003.08.011,1
40612,aspxBibCode=15607234,1
40613,PONE.0075974,1
40614,UROLOGY.2009.10.010,1
40615,PMED.1000371,1
40616,ONC.1207983,1
40617,M111.242586,1
40618,jsp;jsessionid=D7B93C6280213C6EF3E332FA9A53A5A6,1
40619,PONE.0154544,1
40620,T097006,1
40621,V85I1.1042,1
40622,M900487-MCP200,1
40623,WASMAN.2017.10.047,1
40624,PPAT.1006530,1
40625,PONE.0048409,1
40626,M112.448795,1
40627,PONE.0157435,1
40628,VETPAR.2007.02.014,1
40629,B00176449,1
40630,TRANSPROCEED.2016.03.001,1
40631,htm#Angelis,1
40632,PONE.0171117,1
40633,M807030200,1
40634,B00009023,1
40635,WASMAN.2008.11.015,1
40636,GT.3302220,1
40637,PONE.0068505,1
40638,M504212200,1
40639,B.33683,1
40640,UROLOGY.2011.05.026,1
40641,A.22298,1
40642,BMT.1705563,1
40643,YEXMP.2012.04.008,1
40644,WNEU.2017.01.026,1
40645,BJP.0704778,1
40646,UROLONC.2010.07.011,1
40647,M402297200,1
40648,WNEU.2017.02.019,1
40649,XPHS.2020.08.018,1
40650,PONE.0092765,1
40651,YGYNO.2008.09.006,1
40652,news-article71681517,1
40653,XPHS.2016.07.031,1
40654,VIROL.2006.11.021,1
40655,WSIF.2005.09.002,1
40656,B00185140,1
40657,WATRES.2014.11.050,1
40658,a7769.v1,1
40659,mu019006,1
40660,B00141302,1
40661,YPMED.2007.08.002,1
40662,a5965.v1,1
40663,PONE.0080476,1
40664,M112.421776,1
40665,YMGME.2004.11.013,1
40666,TRANSPROCEED.2010.10.012,1
40667,PONE.0090336,1
40668,M503910200,1
40669,PONE.0170372,1
40670,PONE.0142272,1
40671,BJP.0706829,1
40672,M116.766469,1
40673,YEXMP.2008.03.008,1
40674,PPAT.1004622,1
40675,FEBSLET.2014.01.029,1
40676,GT.3302945,1
40677,NPP.1301144,1
40678,TRAC.2005.04.013,1
40679,PONE.0106419,1
40680,PONE.0104097,1
40681,FEBSLET.2013.01.058,1
40682,PNTD.0002417,1
40683,PONE.0178457,1
40684,A003785,1
40685,HKMS000005:000007w2,1
40686,PONE.0018215,1
40687,TSF.2014.02.020,1
40688,M710137200,1
40689,PMED.1001197,1
40690,GT.3300869,1
40691,PONE.0057202,1
40692,PONE.0095224,1
40693,xhtml;jsessionid=FY3iqerlz6Xdw6+6Q7lCDrls,1
40694,M112.351023,1
40695,PONE.0158571,1
40696,PONE.0160526,1
40697,T059551,1
40698,PONE.0051653,1
40699,VISRES.2014.02.006,1
40700,B00000891,1
40701,HDY.6800518,1
40702,M406344200,1
40703,UROLONC.2016.08.004,1
40704,YGENO.2004.07.009,1
40705,WATRES.2018.05.019,1
40706,PONE.0054012,1
40707,PONE.0065013,1
40708,PONE.0065360,1
40709,WATRES.2012.11.005,1
40710,PONE.0059025,1
40711,PONE.0110861,1
40712,PBIO.1001512,1
40713,M110.203315,1
40714,EFSA.2015.4058,1
40715,PONE.0028290,1
40716,PONE.0115485,1
40717,entomol.5.3-4.426-428,1
40718,WNEU.2018.02.086,1
40719,YEBEH.2014.02.010,1
40720,VACCINE.2013.12.051,1
40721,PONE.0104055,1
40722,B00173860,1
40723,IJO.0803084,1
40724,M300508-JLR200,1
40725,TRANSPROCEED.2015.11.035,1
40726,M110.200535,1
40727,PONE.0122670,1
40728,BJC.6600781,1
40729,Pawloski.1,1
40730,YGYNO.2014.09.002,1
40731,EJCTS.2008.07.057,1
40732,PONE.0105557,1
40733,WATRES.2016.01.011,1
40734,_John_Safford_and_Family_G-001991-20120817.jpg,1
40735,UROLOGY.2005.12.009,1
40736,BJC.6600296,1
40737,WNEU.2017.08.126,1
40738,M204436200,1
40739,JASMS.2006.02.018,1
40740,PNTD.0004938,1
40741,B00186935,1
40742,JFP-14-074,1
40743,WNEU.2017.06.066,1
40744,VETMIC.2014.07.011,1
40745,B00135384,1
40746,PONE.0187941,1
40747,CGT.7700526,1
40748,RBR.2013.06.001,1
40749,PONE.0126947,1
40750,WASMAN.2016.11.014,1
40751,TSF.2013.12.035,1
40752,M001084200,1
40753,PONE.0135335,1
40754,PONE.0073528,1
40755,PONE.0029305,1
40756,PONE.0114797,1
40757,PNTD.0002586,1
40758,YEXCR.2020.111941,1
40759,YEXCR.2007.03.041,1
40760,VETPAR.2007.09.019,1
40761,PONE.0014427,1
40762,YMPEV.2010.04.021,1
40763,M208471200,1
40764,TRANSPROCEED.2008.08.034,1
40765,B00150076,1
40766,EJCN.1602063,1
40767,M114.607176,1
40768,PONE.0083951,1
40769,PONE.0058915,1
40770,ULTRAS.2014.10.012,1
40771,YGYNO.2020.02.008,1
40772,PONE.0066721,1
40773,M110.122705,1
40774,M501423200,1
40775,WATRES.2016.05.048,1
40776,PONE.0071881,1
40777,YDBIO.2007.12.041,1
40778,V12.I21.3297,1
40779,ZEMEDI.2007.07.002,1
40780,BJP.0705622,1
40781,YPMED.2007.03.004,1
40782,PGEN.1000333,1
40783,TRANSPROCEED.2020.01.008,1
40784,M605407200,1
40785,PONE.0098139,1
40786,C300081200,1
40787,PONE.0143190,1
40788,YPMED.2017.10.038,1
40789,PONE.0121292,1
40790,PONE.0079612,1
40791,EBD.6400493,1
40792,PONE.0006812,1
40793,RBR.2016.04.002,1
40794,T58157A18397014.EN,1
40795,TRANSPROCEED.2004.12.267,1
40796,VACCINE.2014.04.035,1
40797,M702429200,1
40798,WASMAN.2008.06.030,1
40799,TRIPLEO.2005.12.019,1
40800,BMT.1703079,1
40801,M200082200,1
40802,YJMCC.2015.11.003,1
40803,WATRES.2019.115057,1
40804,EYE.6701818,1
40805,PONE.0068593,1
40806,M500080200,1
40807,B00115682,1
40808,EJHG.5201405,1
40809,PONE.0092810,1
40810,UROLONC.2008.04.017,1
40811,PONE.0073292,1
40812,PONE.0077602,1
40813,M809139200,1
40814,TRANSCI.2007.01.002,1
40815,VETPAR.2006.01.026,1
40816,entomol.63.1.1-3,1
40817,WOMBI.2015.01.004,1
40818,M110.001446,1
40819,YGYNO.2004.10.030,1
40820,M111.230995,1
40821,B00135410,1
40822,JP.7211635,1
40823,YDBIO.2009.07.030,1
40824,PONE.0036274,1
40825,BDJ.2012.322,1
40826,UROLOGY.2007.08.035,1
40827,lei:1945-10-04;8038,1
40828,IJGO.2007.12.005,1
40829,YEBEH.2010.04.003,1
40830,M112.344101,1
40831,PPAT.1000537,1
40832,UROLOGY.2008.04.001,1
40833,-25.09.2020,1
40834,R800021200,1
40835,PONE.0060623,1
40836,lei:1943-02-22;5269,1
40837,UROLONC.2014.12.017,1
40838,TRANSPROCEED.2003.09.082,1
40839,lei:1941-08-21;3527,1
40840,VISRES.2013.08.002,1
40841,PONE.0083612,1
40842,ULTSONCH.2008.02.014,1
40843,B00142707,1
40844,PONE.0100436,1
40845,YRTPH.2010.02.002,1
40846,PCBI.1002991,1
40847,TRANSPROCEED.2020.03.040,1
40848,B00186805,1
40849,YGCEN.2009.06.021,1
40850,PONE.0011816,1
40851,TVJL.2012.12.006,1
40852,TVJL.2007.10.002,1
40853,TRSL.2019.01.004,1
40854,M204654200,1
40855,PONE.0085454,1
40856,PONE.0001897,1
40857,BJC.6604546,1
40858,VHRI.2015.03.014,1
40859,YEXCR.2015.12.014,1
40860,AAC9511,1
40861,B00095525,1
40862,M113.532010,1
40863,M110.130781,1
40864,B00129571,1
40865,PONE.0152421,1
40866,PONE.0182281,1
40867,A.32535,1
40868,PONE.0106477,1
40869,B.30105,1
40870,PONE.0109142,1
40871,PONE.0179830,1
40872,UROLOGY.2004.09.047,1
40873,PONE.0098041,1
40874,PONE.0178594,1
40875,WASMAN.2018.05.047,1
40876,M111.013417,1
40877,PONE.0060314,1
40878,M803102200,1
40879,VACCINE.2015.04.048,1
40880,M002030200,1
40881,PONE.0061456,1
40882,B00099355,1
40883,cretres.2009.03.008,1
40884,B00038379,1
40885,WASMAN.2009.09.016,1
40886,M010634200,1
40887,japb.2018.11.010,1
40888,B00073083,1
40889,VETPAR.2009.11.014,1
40890,O_1021,1
40891,e-latskriver-frode-viken-er-dod-1.13987247,1
40892,M504783200,1
40893,M109.084590,1
40894,M200620200,1
40895,SLEH.2016.09.002,1
40896,JINF.2010.12.003,1
40897,aspMemberID=1781,1
40898,PONE.0103986,1
40899,TRANSPROCEED.2018.03.055,1
40900,PONE.0055687,1
40901,PONE.0028966,1
40902,PONE.0089982,1
40903,CGT.7700610,1
40904,PONE.0010004,1
40905,JFP-11-530,1
40906,B00080723,1
40907,VIROL.2011.02.019,1
40908,PONE.0141455,1
40909,PONE.0093713,1
40910,WNEU.2016.02.011,1
40911,T083283,1
40912,VETMIC.2013.01.023,1
40913,PONE.0024591,1
40914,TVJL.2014.02.020,1
40915,PONE.0085772,1
40916,YRTPH.2019.104569,1
40917,UROLOGY.2014.01.004,1
40918,ONC.1202388,1
40919,PONE.0055585,1
40920,IJGO.2011.05.020,1
40921,TRANSPROCEED.2015.04.063,1
40922,M107058200,1
40923,lei:1939-08-01;1467,1
40924,PONE.0152876,1
40925,TSF.2010.12.186,1
40926,PONE.0189609,1
40927,S242864,1
40928,V11.I15.2211,1
40929,PPAT.1000515,1
40930,WNEU.2016.08.088,1
40931,M111.220541,1
40932,TRANSCI.2015.01.001,1
40933,ULTRAMIC.2005.06.057,1
40934,PONE.0028717,1
40935,PONE.0087184,1
40936,ULTRASMEDBIO.2005.05.006,1
40937,PONE.0030537,1
40938,PONE.0187622,1
40939,PONE.0033542,1
40940,YEBEH.2018.11.029,1
40941,V3I0.21432,1
40942,lei:1945-04-09;7447,1
40943,FEBSLET.2005.11.032,1
40944,PONE.0190838,1
40945,TRANSPROCEED.2018.02.191,1
40946,M113.029033,1
40947,PONE.0105995,1
40948,TRANSPROCEED.2005.03.063,1
40949,PONE.0130932,1
40950,ONC.1210754,1
40951,T2088444,1
40952,B00013662,1
40953,PONE.0061009,1
40954,XPHS.2020.06.023,1
40955,V21.I34.9974,1
40956,PONE.0058393,1
40957,A.31265,1
40958,PONE.0032389,1
40959,PONE.0029882,1
40960,PONE.0052006,1
40961,TTBDIS.2019.01.003,1
40962,PONE.0020008,1
40963,PONE.0055988,1
40964,JFP-10-307,1
40965,YPMED.2011.08.011,1
40966,AAD4132,1
40967,YEXMP.2014.05.008,1
40968,PONE.0119735,1
40969,PCBI.1004185,1
40970,TRCI.2017.06.004,1
40971,T035510,1
40972,TRANSPROCEED.2007.02.055,1
40973,WNEU.2019.03.170,1
40974,YEBEH.2007.08.023,1
40975,PONE.0034120,1
40976,M110.128330,1
40977,TREE.2019.09.001,1
40978,T031208,1
40979,YGYNO.2006.12.019,1
40980,M300923200,1
40981,YEXCR.2015.02.008,1
40982,M109.014514,1
40983,PNTD.0004679,1
40984,YGYNO.2014.11.079,1
40985,PONE.0188106,1
40986,M114.622761,1
40987,PONE.0111566,1
40988,WATRES.2009.08.033,1
40989,M113.461905,1
40990,YGYNO.2019.06.025,1
40991,lei:1969-09-17;878,1
40992,PONE.0040894,1
40993,M114.606921,1
